date,site,airtemp,humidity,pressure,windspeed,winddir,par,precip,sorad
2013-08-27,lkspo,20.59375,91.3125,990,0.9874999999999999,92.03125,4620.4,0,0
2013-08-28,lkspo,21.951041666666665,89.53125,,0.5802083333333333,127.10416666666667,25081.499999999996,0,0
2013-08-29,lkspo,20.66875,91.65625,,0.7958333333333333,151.23958333333331,15657.500000000002,1.3,0
2013-08-30,lkspo,21.43404255319149,78.12765957446808,,1.446808510638298,119.1702127659575,38616.69999999999,0,0
2013-08-31,lkspo,20.401041666666668,83.13541666666666,,1.0291666666666666,174.23958333333334,40878.399999999994,9,0
2013-09-01,lkspo,18.352083333333333,78.02083333333334,,2.2437500000000004,285.13541666666663,17484.800000000003,0.3,0
2013-09-02,lkspo,13.635416666666666,77.95833333333334,,0.9729166666666668,220.19791666666669,32613.199999999997,0,0
2013-09-03,lkspo,16.335416666666667,76.875,,1.1156249999999999,192.52083333333331,42739.9,0,0
2013-09-04,lkspo,15.641666666666667,82.83333333333334,,1.3364583333333333,92.375,34818.2,0,0
2013-09-05,lkspo,13.654166666666667,87.6875,,0.8479166666666668,126.84375,40728.49999999999,0,0
2013-09-06,lkspo,20.96770833333333,81.04166666666666,,0.8427083333333334,188.34375,36340.00000000001,0,0
2013-09-07,lkspo,19.782291666666666,86.04166666666666,,1.1770833333333333,92.90625,34993.6,0,0
2013-09-08,lkspo,15.302083333333334,91.48958333333334,,1.0885416666666667,64.85416666666669,21209.39999999999,0.8999999999999999,0
2013-09-09,lkspo,15.95625,97.30208333333333,,0.9520833333333333,115.35416666666666,5044.799999999998,6.3999999999999995,0
2013-09-10,lkspo,19.783333333333335,86.04166666666666,,0.9072916666666667,219.70833333333331,28239.7,0.6,0
2013-09-11,lkspo,18.381249999999998,77.6875,,1.8041666666666665,224.02083333333334,38419.899999999994,2.6,0
2013-09-12,lkspo,13.95,77.45833333333334,,1.5958333333333334,246.28125,28942.09999999999,0,0
2013-09-13,lkspo,11.207291666666666,79.625,,0.6020833333333333,162.72916666666669,38458,0,0
2013-09-14,lkspo,13.082291666666666,83.14583333333334,,0.9614583333333334,192,22088,7.499999999999999,0
2013-09-15,lkspo,10.98125,90.44791666666666,,1.134375,96.26041666666667,14413.9,0,0
2013-09-16,lkspo,8.712765957446807,84.43617021276596,,0.7957446808510639,142.57446808510636,33933.8,0,0
2013-09-17,lkspo,12.020833333333332,78.21875,,1.3645833333333335,150.61458333333331,37702.7,0,0
2013-09-18,lkspo,14.992708333333333,95.95833333333333,,0.6416666666666667,120.32291666666667,4184.499999999999,0.3,0
2013-09-19,lkspo,16.052083333333332,96.5,,0.9135416666666667,165.125,5732.4000000000005,10.700000000000001,0
2013-09-20,lkspo,13.741666666666667,81.77083333333334,,2.1489583333333333,244.01041666666666,20815.300000000003,0.6,0
2013-09-21,lkspo,10.328125,73.57291666666666,,1.2218749999999998,266.72916666666663,32472.299999999996,0,0
2013-09-22,lkspo,9.227083333333333,82.86458333333334,,1.2177083333333334,77.71875,36191.2,0,0
2013-09-23,lkspo,12.111458333333333,83.69791666666666,,0.9645833333333335,148.46875,34687.2,0,0
2013-09-24,lkspo,11.252083333333333,86.48958333333334,,0.6583333333333333,170.79166666666669,34500.40000000001,0,0
2013-09-25,lkspo,12.176041666666666,95.28125,,1.1489583333333333,186.63541666666666,19650.9,0,0
2013-09-26,lkspo,13.064583333333333,91.86458333333334,,1.5250000000000001,187.34375,26353.09999999999,0,0
2013-09-27,lkspo,15.896875,87.4375,,0.8312499999999998,186.77083333333334,12998.4,0,0
2013-09-28,lkspo,16.29375,75.30208333333334,,2.104166666666667,187.1875,8207.099999999999,4.5,0
2013-09-29,lkspo,12.778125,75.21875,,1.0802083333333332,186.57291666666666,33196.40000000001,0,0
2013-09-30,lkspo,16.46875,70.40625,,1.5135416666666666,186.86458333333334,31097.900000000005,0,0
2013-10-01,lkspo,15.292708333333334,64.875,,1.2572916666666665,185.47916666666666,32245.6,0,0
2013-10-02,lkspo,12.901041666666668,73.70833333333333,,0.78125,188.22916666666666,28101.5,11.000000000000004,0
2013-10-03,lkspo,12.225,91.22916666666667,,1.7895833333333333,156.3125,7273.4000000000005,9.8,0
