date,site,latitude,longitude,chl,temp,turb,tp,discharge_nemadji,discharge_brule,airtemp_buoy,watertemp,airtemp_wing,windspeed_lake,winddir_lake,airtemp_slre,windspeed_slre,winddir_slre,precip_slre,year
2015-01-24,,,,,,,,87.2,136,,,2.1944055944055942,3.290909090909091,222.37062937062936,0.9510416666666668,1.7125,136.9375,0,2015
2015-01-25,,,,,,,,74,131,,,-5.386713286713286,4.477622377622377,73.56643356643356,-6.241666666666666,1.6833333333333336,76.29166666666663,0,2015
2015-01-26,,,,,,,,69.3,131,,,-5.455944055944055,2.696503496503496,170.73426573426576,-3.458333333333333,0.9145833333333334,192.05208333333337,0,2015
2015-01-27,,,,,,,,70.7,131,,,-1.9,2.3853146853146856,235.11188811188808,-1.5906250000000002,1.0010416666666666,172.53125,0,2015
2015-01-28,,,,,,,,70.2,133,,,-1.9944055944055945,2.0013986013986016,135.37323943661968,-1.7989583333333334,1.34375,163.1875,0,2015
2015-01-29,,,,,,,,67.8,132,,,-1.8410596026490067,7.376158940397351,287.3774834437086,-4.884375,3.2270833333333333,284.6041666666667,0,2015
2015-01-30,,,,,,,,60.5,131,,,-9.96875,4.65,249.361111111111,-12.235416666666667,0.9770833333333332,185.375,0,2015
2015-01-31,,,,,,,,58,131,,,-6.274825174825175,3.7685314685314686,181.72727272727272,-6.85625,1.615625,258.2083333333333,0,2015
2015-02-01,,,,,,,,53.2,124,,,-10.167586206896551,7.117241379310345,50.95862068965518,-13.833333333333334,2.159375,227.94791666666663,0,2015
2015-02-02,,,,,,,,53.2,118,,,-14.391608391608392,4.186013986013986,230.1048951048951,-18.463541666666668,1.11875,168.625,0,2015
2015-02-03,lksba,46.721772,-92.06352,,,,,50.7,109,,,-11.424475524475524,3.348951048951049,239.07692307692307,-13.395833333333334,1.0479166666666666,229.1875,0,2015
2015-02-04,,,,,,,,50.7,103,,,-11.680689655172412,7.228965517241379,292.9862068965517,-14.022916666666667,3.1500000000000004,263.51041666666663,0,2015
2015-02-05,,,,,,,,48.3,99.7,,,-13.738095238095235,6.034013605442177,225.17687074829936,-13.485416666666667,2.051041666666667,177.17708333333331,0,2015
2015-02-06,,,,,,,,53.2,99.1,,,-7.327972027972028,3.9104895104895103,177.027972027972,-8.007291666666667,1.2083333333333333,103.375,0,2015
2015-02-07,,,,,,,,55.6,102,,,-5.527972027972028,3.162937062937063,68.75524475524476,-4.291666666666667,2.236458333333333,39.07291666666666,0,2015
2015-02-08,,,,,,,,55.6,106,,,-4.920138888888889,6.153472222222222,54.16666666666667,-5.939583333333333,2.5927083333333334,31.01041666666667,0,2015
2015-02-09,,,,,,,,55.6,108,,,-6.508391608391609,1.5993006993006993,150.8041958041958,-6.003125,0.615625,155.9375,0,2015
2015-02-10,,,,,,,,60.5,109,,,-3.5818181818181816,1.4272727272727277,130.25174825174824,-4.736458333333333,0.678125,112.38541666666666,0,2015
2015-02-11,,,,,,,,55.6,110,,,-6.266666666666667,7.2653333333333325,262.4133333333333,-9.603125,4.178125,271.11458333333337,0,2015
2015-02-12,,,,,,,,55.6,110,,,-15.152702702702705,6.23581081081081,290.7905405405406,-18.416666666666668,1.0770833333333334,233.02083333333337,0,2015
2015-02-13,,,,,,,,53.2,109,,,-11.807936507936509,4.342063492063492,225.01587301587307,-10.365625,2.575,232.04166666666663,0,2015
2015-02-14,,,,,,,,50.7,109,,,-15.612413793103448,8.466206896551725,303.2620689655172,-18.796875,2.611458333333333,305.3333333333333,0,2015
2015-02-15,,,,,,,,50.7,108,,,-16.876923076923077,2.1188811188811183,147.65492957746477,-17.851041666666667,0.8812499999999999,139.67708333333331,0,2015
2015-02-16,,,,,,,,53.2,109,,,-12.55734265734266,3.03986013986014,200.23076923076928,-13.195833333333333,1.1010416666666667,207.73958333333331,0,2015
2015-02-17,,,,,,,,58,107,,,-14.26083916083916,6.629370629370629,293.20979020979013,-18.245833333333337,2.1302083333333335,248.125,0,2015
2015-02-18,,,,,,,,48.3,105,,,-19.555555555555557,8.216666666666667,313.90972222222223,-22.901041666666668,2.6218749999999997,273.01041666666663,0,2015
2015-02-19,,,,,,,,36.1,102,,,-20.068531468531468,4.218881118881119,279.0979020979021,-23.09375,0.8468749999999999,182.54166666666663,0,2015
2015-02-20,,,,,,,,38.5,99.4,,,-14.897202797202798,3.3006993006993004,180.32167832167835,-14.136458333333334,0.959375,191.19791666666669,0,2015
2015-02-21,,,,,,,,38.5,101,,,-9.35944055944056,3.362937062937063,239.49650349650352,-12.284375,2.290625,286.4375,0,2015
2015-02-22,,,,,,,,41,99.4,,,-18.634265734265735,6.853146853146853,309.40559440559434,-21.830208333333335,2.525,269.07291666666663,0,2015
2015-02-23,,,,,,,,41,98.8,,,-19.05034013605442,6.3809523809523805,231.75510204081627,-17.197916666666668,2.65,188.89583333333331,0,2015
2015-02-24,,,,,,,,42,100,,,-6.033125,9.638125,254.29999999999995,-7.626041666666665,3.75625,251.10416666666663,0,2015
2015-02-25,,,,,,,,44.4,100,,,-13.493055555555555,4.934027777777778,288.8472222222223,-16.177083333333332,1.4760416666666667,263.97916666666663,0,2015
2015-02-26,,,,,,,,46,100,,,-14.954676258992803,5.098561151079137,188.90647482014387,-19.325,1.5083333333333333,223.75,0,2015
2015-02-27,,,,,,,,48,99.4,,,-14.16159420289855,4.423188405797101,245.6594202898551,-15.869791666666666,1.384375,177.48958333333331,0,2015
2015-02-28,,,,,,,,47,101,,,-10.86923076923077,4.515384615384615,192.14685314685315,-12.991666666666664,2.269791666666667,165.32291666666669,0,2015
2015-03-01,,,,,,,,47,103,,,-7.634722222222222,5.620138888888889,217.13888888888889,-7.078124999999999,2.583333333333333,228.54166666666663,0,2015
2015-03-02,,,,,,,,53.9,104,,,-6.7534246575342465,5.96095890410959,255.48965517241385,-7.658333333333333,2.18125,181.30208333333331,0,2015
2015-03-03,,,,,,,,58.6,104,,,-4.937414965986394,5.426530612244898,209.27210884353747,-6.653125,3.286458333333333,220.21875,0,2015
2015-03-04,,,,,,,,64.9,103,,,-14.195394736842106,9.028289473684213,279.2631578947368,-18.583333333333332,2.5364583333333335,243.67708333333331,0,2015
2015-03-05,,,,,,,,72.8,102,,,-16.410489510489512,4.588811188811189,247.18181818181816,-18.89479166666667,1.6270833333333332,175.01041666666669,0,2015
2015-03-06,,,,,,,,82.3,104,,,-8.059440559440558,5.223076923076923,216.00699300699296,-5.938541666666667,2.0364583333333335,204.63541666666669,0,2015
2015-03-07,,,,,,,,87.1,112,,,-0.9538461538461536,4.302797202797202,240.10489510489504,-0.9552083333333332,2.3802083333333335,241.29166666666669,0,2015
2015-03-08,,,,,,,,91.8,122,,,0.22937062937063035,4.211188811188811,231.1468531468532,0.9956521739130436,1.741304347826087,204.46739130434784,0,2015
2015-03-09,,,,,,,,98.1,135,,,2.6517482517482516,2.7825174825174823,167.72727272727275,4.185416666666666,1.1520833333333336,196.14583333333331,0,2015
2015-03-10,,,,,,,,163,142,,,5.781249999999999,4.510416666666666,203.298611111111,5.075000000000001,2.1427083333333337,211.07291666666663,0,2015
2015-03-11,,,,,,,,287,145,,,2.464335664335665,2.71958041958042,198.85314685314688,2.992708333333333,1.3177083333333333,160.73958333333334,0,2015
2015-03-12,,,,,,,,357,148,,,3.574125874125874,3.1090909090909093,90.65034965034964,1.9520833333333336,1.7156250000000002,66.375,0,2015
2015-03-13,,,,,,,,403,160,,,0.5657342657342656,1.744055944055944,141.43356643356637,4.626041666666667,2.261458333333333,219.1875,0,2015
2015-03-14,,,,,,,,494,186,,,4.502797202797203,4.097202797202797,221.93706293706305,5.326041666666667,1.8375,245.26041666666669,0,2015
2015-03-15,,,,,,,,676,231,,,2.850349650349651,1.7867132867132869,137.26760563380284,6.329166666666667,1.2583333333333335,191.375,0,2015
2015-03-16,,,,,,,,829,252,,,8.453846153846154,2.6895104895104898,197.1468531468532,5.387499999999999,1.1718749999999998,239.2395833333333,0,2015
2015-03-17,,,,,,,,749,210,,,0.7776223776223775,6.211188811188811,292.7972027972028,0.6270833333333344,2.388541666666667,235.875,0,2015
2015-03-18,,,,,,,,727,191,,,1.9377622377622377,3.283216783216783,213.53521126760572,0.8572916666666661,0.6364583333333333,174.38541666666669,0,2015
2015-03-19,,,,,,,,684,178,,,1.0706293706293704,1.816083916083916,133.63636363636368,0.747916666666667,0.9145833333333332,134.29166666666666,0,2015
2015-03-20,,,,,,,,633,178,,,4.013286713286713,3.1083916083916083,210.7412587412588,2.697916666666667,1.6708333333333336,225.33333333333331,0,2015
2015-03-21,,,,,,,,589,181,,,-2.508391608391608,5.82027972027972,291.6013986013986,-3.40625,2.35625,277.4375,0,2015
2015-03-22,,,,,,,,545,173,,,-2.306993006993007,4.918181818181818,73.86713286713282,-2.3833333333333333,1.728125,97.01041666666669,0,2015
2015-03-23,,,,,,,,472,168,,,-2.211888111888112,3.406993006993007,51.69014084507044,-1.3260416666666663,1.2958333333333334,75.29166666666667,0,2015
2015-03-24,,,,,,,,414,166,,,-1.0965034965034957,3.3909090909090898,119.4825174825175,0.08541666666666593,1.5697916666666665,151.96875,0,2015
2015-03-25,,,,,,,,378,167,,,1.5595890410958904,4.294520547945205,184.16438356164392,1.5125,2.4770833333333333,218.125,0,2015
2015-03-26,,,,,,,,334,166,,,-1.9059999999999997,7.278807947019867,206.59602649006635,-2.283333333333333,3.176041666666667,313.6770833333333,0,2015
2015-03-27,lksba,46.721772,-92.06352,,2.3304347826086955,3.695652173913043,,298,163,,,-4.497202797202797,5.315384615384616,37.88811188811188,-5.017708333333333,1.2572916666666667,173.9479166666667,0,2015
2015-03-28,lksba,46.721772,-92.06352,,2.33728813559322,3.2711864406779663,,283,160,,,-4.022377622377621,2.2531468531468533,171.74825174825176,-0.934375,2.189583333333333,159.20833333333331,0,2015
