date,site,latitude,longitude,chl,temp,turb,tp,discharge_nemadji,discharge_brule,airtemp_buoy,watertemp,airtemp_wing,windspeed_lake,winddir_lake,airtemp_slre,windspeed_slre,winddir_slre,precip_slre,year
2018-06-05,lksba,46.721772,-92.06352,,16.140625,9.322916666666666,,846,266,7.186805555555556,5.511805555555555,,,,10.271875,1.6302083333333333,65.44791666666666,0,2018
2018-06-06,Mawikwe Bay,46.8858,-91.0527,1.545,,,0.00464609999999999,655,255,8.483333333333334,5.741666666666666,,,,15.557291666666668,1.978125,222.8645833333333,6.699999999999999,2018
2018-06-06,lksba,46.721772,-92.06352,,16.441666666666666,11.385416666666668,,655,255,8.483333333333334,5.741666666666666,,,,15.557291666666668,1.978125,222.8645833333333,6.699999999999999,2018
2018-06-07,lksba,46.721772,-92.06352,,17.408333333333335,11.197916666666668,,965,241,9.930555555555555,6.68125,,,,13.795833333333333,1.3677083333333333,104.0625,0,2018
2018-06-08,lksba,46.721772,-92.06352,,18.389583333333334,10.65625,,643,229,6.609027777777778,6.813888888888889,,,,11.182291666666666,1.7083333333333333,68.63541666666666,0,2018
2018-06-09,lksba,46.721772,-92.06352,,17.592708333333334,11.510416666666666,,468,218,7.367361111111111,8.45,,,,9.113541666666666,1.6520833333333331,59.520833333333336,0.3,2018
2018-06-10,lksba,46.721772,-92.06352,,16.927083333333332,10.979166666666666,,378,210,7.711111111111111,7.8381944444444445,,,,10.080208333333331,1.7927083333333331,61.54166666666667,0,2018
2018-06-11,lksba,46.721772,-92.06352,,16.910416666666666,11.083333333333334,,316,203,7.145833333333333,6.576388888888889,,,,10.410416666666666,1.4510416666666666,60.239583333333314,0,2018
2018-06-12,lksba,46.721772,-92.06352,,17.115625,11.114583333333334,,268,198,9.691666666666666,7.492361111111111,,,,17.677083333333336,1.178125,238.91666666666669,0,2018
2018-06-13,lksba,46.721772,-92.06352,,17.684375,10.697916666666666,,235,191,14.088888888888889,8.270138888888889,,,,19.651041666666668,2.0697916666666667,258.22916666666663,0,2018
2018-06-14,lksba,46.721772,-92.06352,,18.759375,10.104166666666668,,208,182,11.386111111111113,10.30625,,,,14.104166666666666,1.678125,95.9375,0,2018
2018-06-15,lksba,46.721772,-92.06352,,18.64375,18.72916666666666,,211,273,10.30486111111111,7.5472222222222225,,,,14.209375,1.8947916666666669,136.44791666666666,24.8,2018
2018-06-16,lksba,46.721772,-92.06352,,17.436458333333334,23.21875,,691,343,7.586805555555555,8.822222222222223,,,,11.895833333333334,1.3739583333333334,69.70833333333334,14.7,2018
2018-06-17,lksba,46.721772,-92.06352,,17.660416666666666,29.02083333333333,,14200,964,10.531944444444443,10.497222222222222,,,,19.190625,0.978125,208.625,51.099999999999994,2018
2018-06-18,Mawikwe Bay,46.8858,-91.0527,1.39,,,0.059222288,17900,1030,29.91636363636363,12.832638888888887,,,,19.446875,1.0916666666666666,101.0625,0,2018
2018-06-18,lksba,46.721772,-92.06352,,19.286458333333332,28.229166666666664,,17900,1030,29.91636363636363,12.832638888888887,,,,19.446875,1.0916666666666666,101.0625,0,2018
2018-06-19,lksba,46.721772,-92.06352,,20.298958333333335,28.520833333333336,,6790,860,,12.623611111111112,,,,14.925,1.303125,75.9375,0,2018
2018-06-20,lksba,46.721772,-92.06352,1.9166666666666663,21.089583333333337,55.47916666666668,,3810,738,,12.805555555555555,,,,18.080208333333335,1.3260416666666666,127.01041666666669,0,2018
2018-06-21,lksba,46.721772,-92.06352,2.1999999999999997,21.475,68.33333333333333,,1980,632,,10.235416666666667,,,,13.025,1.6197916666666663,64.36458333333334,0,2018
2018-06-22,lksba,46.721772,-92.06352,,21.217708333333334,61.375,,1370,561,,11.193055555555556,,,,17,0.725,131.35416666666669,0,2018
2018-06-23,lksba,46.721772,-92.06352,,21.875,51.489583333333336,,1030,497,,11.324305555555556,,,,15.223958333333332,1.08125,115.29166666666664,0,2018
2018-06-24,lksba,46.721772,-92.06352,,19.961458333333333,50.926315789473684,,793,434,,9.370833333333334,,,,10.344791666666667,2.86875,67.44791666666666,0,2018
2018-06-25,lksba,46.721772,-92.06352,,18.627083333333335,46,,619,381,,8.838194444444445,,,,11.25625,2.025,67.13541666666666,0,2018
2018-06-26,lksba,46.721772,-92.06352,,17.9875,42.5,,511,343,,8.396527777777779,,,,11.259375,1.5395833333333333,64.1875,0.3,2018
2018-06-27,Mawikwe Bay,46.8858,-91.0527,0.5455,,,0.006566488,527,311,,9.688194444444443,,,,18.3375,0.96875,183.25,0,2018
2018-06-27,lksba,46.721772,-92.06352,,18.355208333333337,39.979166666666664,,527,311,,9.688194444444443,,,,18.3375,0.96875,183.25,0,2018
2018-06-28,lksba,46.721772,-92.06352,,19.408333333333335,35.083333333333336,,499,281,,12.629861111111111,,,,21.266666666666666,1.0822916666666669,186.97916666666669,0.3,2018
2018-06-29,lksba,46.721772,-92.06352,,20.078125,35.473684210526315,,478,258,,11.0875,,,,17.230208333333334,1.4552083333333334,63.145833333333336,0,2018
2018-06-30,lksba,46.721772,-92.06352,,20.367708333333333,35.642105263157895,,507,241,,13.986805555555556,,,,20.603125,1.0614583333333334,186.13541666666669,3.8,2018
2018-07-01,lksba,46.721772,-92.06352,,19.865625,35.96875,,709,274,,15.691666666666666,,,,17.111458333333335,1.428125,237.48958333333331,35.29999999999998,2018
2018-07-02,lksba,46.721772,-92.06352,,19.465625,34.42708333333333,,3280,310,,15.05625,,,,21.012500000000003,0.8479166666666665,191.875,0,2018
2018-07-03,lksba,46.721772,-92.06352,,20.446875,30.842105263157897,,2010,271,,15.96736111111111,,,,19.05625,1.2458333333333331,116.1875,2.4,2018
2018-07-04,lksba,46.721772,-92.06352,,20.722916666666663,28.197916666666668,,1140,245,,14.567361111111111,,,,18.827083333333334,1.0104166666666667,100.3645833333334,2.5,2018
2018-07-05,lksba,46.721772,-92.06352,,21.386458333333337,26.526315789473685,,856,224,,15.045833333333333,,,,22.008333333333333,2.59375,268.25,0,2018
2018-07-06,lksba,46.721772,-92.06352,,22.005208333333332,24.65625,,653,200,,14.87152777777778,,,,20.302083333333332,0.8791666666666667,199.39583333333331,0,2018
2018-07-07,lksba,46.721772,-92.06352,,21.98645833333333,28.552083333333336,,520,187,,19.008333333333333,,,,22.807291666666664,2.408333333333333,201.39583333333331,0,2018
2018-07-08,lksba,46.721772,-92.06352,,22.645833333333332,28.864583333333332,,434,176,,16.693006993006993,,,,25.354166666666668,2.34375,199.19791666666663,3.2,2018
2018-07-09,lksba,46.721772,-92.06352,,24.084375,25.8125,,379,168,,16.666666666666668,,,,23.780208333333334,1.0802083333333334,194.61458333333331,0.3,2018
2018-07-10,lksba,46.721772,-92.06352,,24.119791666666668,22.98936170212766,,340,162,,21.14236111111111,,,,21.10625,0.7635416666666667,176.11458333333331,0,2018
2018-07-11,Mawikwe Bay,46.8858,-91.0527,1.465,,,0.01951362,296,157,,17.62152777777778,,,,16.496875,1.5166666666666666,51.32291666666667,0,2018
2018-07-11,lksba,46.721772,-92.06352,,23.901041666666668,21.0625,,296,157,,17.62152777777778,,,,16.496875,1.5166666666666666,51.32291666666667,0,2018
2018-07-12,lksba,46.721772,-92.06352,,22.695833333333333,22.135416666666664,,282,162,,13.778472222222222,,,,22.54479166666667,1.2260416666666667,213.02083333333337,8.099999999999998,2018
2018-07-13,lksba,46.721772,-92.06352,,23.239583333333332,18.75,,421,160,,15.968055555555557,,,,23.866666666666667,0.8864583333333333,215.55208333333331,0.3,2018
2018-07-14,lksba,46.721772,-92.06352,,23.948958333333337,17.968421052631577,,347,153,,18.73402777777778,,,,25.011458333333337,0.7020833333333334,209.96875,0,2018
2018-07-15,lksba,46.721772,-92.06352,,24.1625,17.791666666666668,,290,148,,20.924305555555556,,,,22.820833333333333,1.5739583333333331,232.28125,0,2018
2018-07-16,lksba,46.721772,-92.06352,,23.669791666666665,18.708333333333332,,260,143,,16.604166666666668,,,,19.910416666666663,2.5572916666666665,228.90625,0,2018
2018-07-17,lksba,46.721772,-92.06352,,23.45,17.53125,,231,139,,15.986805555555556,,,,17.430208333333333,1.1854166666666668,100.41666666666666,0,2018
2018-07-18,Mawikwe Bay,46.8858,-91.0527,0.4419999999999999,,,0.01304005399999999,204,137,,17.540972222222223,,,,19.394791666666663,0.95,206.5,0,2018
2018-07-18,lksba,46.721772,-92.06352,,23.301041666666663,18.302083333333336,,204,137,,17.540972222222223,,,,19.394791666666663,0.95,206.5,0,2018
2018-07-19,lksba,46.721772,-92.06352,,23.632291666666667,15.229166666666668,,184,134,,19.270833333333336,,,,18.141666666666666,1.2916666666666667,90.83333333333334,0,2018
2018-07-20,lksba,46.721772,-92.06352,,23.639583333333334,13.854166666666668,,167,133,,17.98611111111111,,,,18.022916666666667,1.1447916666666669,107.84375,0.3,2018
2018-07-21,lksba,46.721772,-92.06352,,23.682291666666668,14.09375,,153,132,,18.117361111111112,,,,19.50625,1.2864583333333337,102.61458333333336,0,2018
2018-07-22,lksba,46.721772,-92.06352,,23.730208333333337,14.052083333333332,,143,130,,17.42152777777778,,,,17.7625,1.3114583333333334,64.26041666666666,0,2018
2018-07-23,lksba,46.721772,-92.06352,12.814285714285717,22.808333333333337,15.166666666666668,,131,127,,17.20492957746479,,,,19.703125,0.834375,223.41666666666663,0,2018
2018-07-24,lksba,46.721772,-92.06352,8.071428571428571,23.03125,13.822916666666666,,122,127,,18.765277777777776,,,,21.275,2.114583333333333,241.54166666666663,0,2018
2018-07-25,lksba,46.721772,-92.06352,,22.355208333333337,14.697916666666666,,114,131,,19.39225352112676,,,,18.90416666666667,1.6125,244.22916666666663,0,2018
2018-07-26,lksba,46.721772,-92.06352,,21.604166666666668,14.1875,,106,133,,18.740277777777777,,,,17.405208333333334,2.1364583333333336,265.76041666666663,0,2018
2018-07-27,lksba,46.721772,-92.06352,,21.357291666666665,13.59375,,101,130,,18.410714285714285,,,,17.75625,1.3250000000000002,247.8125,0,2018
2018-07-28,lksba,46.721772,-92.06352,,21.657291666666666,13.645833333333332,,93.6,129,,19.302083333333332,,,,18.692708333333332,0.8854166666666667,223.07291666666669,0.5,2018
2018-07-29,lksba,46.721772,-92.06352,,21.890625,13.864583333333332,,85.9,129,,20.463194444444444,,,,19.180208333333333,0.746875,183.19791666666669,0,2018
2018-07-30,lksba,46.721772,-92.06352,,22.01770833333333,14.526315789473683,,80.3,129,,21.318055555555556,,,,21.120833333333337,0.8239583333333333,212.40625,0,2018
2018-07-31,lksba,46.721772,-92.06352,,21.602083333333333,16.260416666666664,,74.5,135,,21.76388888888889,,,,22.50625,1.303125,218.47916666666669,0,2018
2018-08-01,lksba,46.721772,-92.06352,,21.173958333333335,18.8,,70.9,141,,19.486805555555556,,,,14.823958333333334,1.5729166666666663,94.53125,7.1999999999999975,2018
2018-08-02,lksba,46.721772,-92.06352,,20.363541666666663,15.239583333333332,,70.4,139,,15.104166666666666,,,,13.628125,1.0645833333333334,94.89583333333334,2.4,2018
2018-08-03,Mawikwe Bay,46.8858,-91.0527,0.6905,,,0.01759323199999999,70.3,140,,15.432638888888889,,,,14.01875,1.4666666666666666,92.72916666666669,0.3,2018
2018-08-03,lksba,46.721772,-92.06352,,20.4,14.389473684210529,,70.3,140,,15.432638888888889,,,,14.01875,1.4666666666666666,92.72916666666669,0.3,2018
2018-08-04,lksba,46.721772,-92.06352,,19.365625,14.729166666666668,,76.8,142,,14.395104895104897,,,,17.120833333333334,1.1239583333333334,130.9166666666667,9.499999999999998,2018
2018-08-05,lksba,46.721772,-92.06352,,18.942708333333332,15.5625,,91.2,142,,14.66388888888889,,,,23.785416666666663,1.15,220.70833333333331,0,2018
2018-08-06,lksba,46.721772,-92.06352,,19.973958333333332,14.157894736842104,,100,138,,14.927083333333334,,,,19.384375,1.3864583333333331,222.46875,0,2018
2018-08-07,lksba,46.721772,-92.06352,,20.84375,13.5,,88.6,135,,15.952083333333333,,,,16.014583333333334,1.075,92.33333333333334,0,2018
2018-08-08,lksba,46.721772,-92.06352,,20.13125,14.677083333333332,,80.4,138,,16.65833333333333,,,,21.496875,1.3458333333333334,212.75,0.5,2018
2018-08-09,Mawikwe Bay,46.8858,-91.0527,3.165,,,0.021495956,80.6,138,,18.151748251748252,,,,22.883333333333333,0.9833333333333332,219.17708333333337,0,2018
2018-08-09,lksba,46.721772,-92.06352,,21.380208333333332,13.322916666666668,,80.6,138,,18.151748251748252,,,,22.883333333333333,0.9833333333333332,219.17708333333337,0,2018
2018-08-10,Mawikwe Bay,46.88486666666667,-91.05003333333333,0.5286666666666666,,,0.013225898,73.9,133,,20.64236111111111,,,,22.247916666666665,0.940625,220.6875,0,2018
2018-08-10,lksba,46.721772,-92.06352,,22.409375,13.083333333333334,,73.9,133,,20.64236111111111,,,,22.247916666666665,0.940625,220.6875,0,2018
2018-08-11,lksba,46.721772,-92.06352,,22.658333333333335,12.90625,,67.2,131,,20.070138888888888,,,,22.754166666666663,0.9270833333333334,169.9270833333333,0,2018
2018-08-12,lksba,46.721772,-92.06352,,23.051041666666663,12.635416666666666,,63.1,130,,20.34513888888889,,,,22.777083333333337,1.1666666666666667,169.77083333333334,0,2018
2018-08-13,lksba,46.721772,-92.06352,,22.179166666666667,12.479166666666666,,59.5,129,,21.98055555555555,,,,24.266666666666666,1.3229166666666663,201.80208333333337,0,2018
2018-08-14,lksba,46.721772,-92.06352,,23.335416666666667,10.572916666666666,,56.5,128,,21.395804195804196,,,,22.215625,1.1270833333333334,223.41666666666663,0,2018
2018-08-15,Mawikwe Bay,46.8858,-91.0527,1.86,,,0.013132976,54.6,128,,19.069444444444446,,,,17.535416666666666,1.3333333333333337,75.88541666666667,0,2018
2018-08-15,lksba,46.721772,-92.06352,,23.52315789473684,10.147368421052631,,54.6,128,,19.069444444444446,,,,17.535416666666666,1.3333333333333337,75.88541666666667,0,2018
2018-08-16,lksba,46.721772,-92.06352,,23.229166666666668,9.59375,,52.9,128,,17.122916666666665,,,,19.660416666666663,1.01875,103,0,2018
2018-08-17,lksba,46.721772,-92.06352,,22.385416666666668,10.489583333333334,,52.3,127,,19.115277777777777,,,,18.214583333333337,1.2010416666666668,125.07291666666671,0,2018
2018-08-18,lksba,46.721772,-92.06352,,22.65833333333333,9.416666666666666,,50.6,127,,17.886805555555554,,,,18.159375,0.8364583333333333,128.125,0,2018
2018-08-19,lksba,46.721772,-92.06352,,22.7,8.697916666666666,,49.9,127,,18.42152777777778,,,,20.713541666666668,0.7177083333333333,171.53125,0,2018
2018-08-20,lksba,46.721772,-92.06352,,22.551041666666663,9.3125,,50,128,,19.39444444444445,,,,19.048958333333335,1.5020833333333334,71.79166666666666,0.8,2018
2018-08-21,lksba,46.721772,-92.06352,16.228571428571428,21.58125,8.833333333333334,,51.9,128,,17.88582089552239,,,,17.571875,0.8875,166.2083333333333,0.6,2018
2018-08-22,lksba,46.721772,-92.06352,14.314285714285717,21.078125,8.9375,,57.3,126,,18.484722222222224,,,,18.513541666666665,1.4427083333333337,220.95833333333337,0,2018
2018-08-23,lksba,46.721772,-92.06352,,20.626041666666666,9,,52.3,124,,18.39513888888889,,,,19.713541666666668,1.4739583333333333,205.75,0,2018
2018-08-24,lksba,46.721772,-92.06352,,20.96875,10.427083333333332,,63.4,187,,18.76597222222222,,,,18.413541666666667,0.7802083333333333,97.69791666666664,16.6,2018
2018-08-25,lksba,46.721772,-92.06352,,21.148958333333333,9.75,,106,181,,18.95694444444445,,,,19.697916666666668,0.7333333333333333,170.94791666666669,0,2018
2018-08-26,lksba,46.721772,-92.06352,,21.438541666666666,11.09375,,117,175,,19.493055555555554,,,,19.152083333333337,1.2041666666666666,147.47916666666666,31.8,2018
2018-08-27,Mawikwe Bay,46.8858,-91.0527,0.37,,,0.00548239799999999,335,353,,19.360416666666666,,,,20.863541666666663,1.2781250000000002,216.45833333333331,12.000000000000002,2018
2018-08-27,lksba,46.721772,-92.06352,,21.485416666666666,16.708333333333336,,335,353,,19.360416666666666,,,,20.863541666666663,1.2781250000000002,216.45833333333331,12.000000000000002,2018
2018-08-28,lksba,46.721772,-92.06352,,20.386458333333337,13.552083333333332,,1310,446,,18.638194444444444,,,,14.305208333333333,1.28125,115.80208333333331,12.300000000000004,2018
2018-08-29,lksba,46.721772,-92.06352,,19.838541666666668,11.270833333333332,,1410,386,,18.388194444444444,,,,15.03125,0.7958333333333333,223.64583333333337,0.3,2018
2018-08-30,lksba,46.721772,-92.06352,,20.154166666666665,10.416666666666666,,950,341,,18.617361111111112,,,,16.323958333333334,1.3135416666666666,171.1875,0,2018
2018-08-31,lksba,46.721772,-92.06352,,20.777083333333337,11,,638,306,,18.62013888888889,,,,20.891666666666666,1.41875,190.82291666666669,22,2018
2018-09-01,lksba,46.721772,-92.06352,,20.939583333333335,17.5,,494,276,,19.061805555555555,,,,20.73125,1.028125,230.95833333333337,0,2018
2018-09-02,lksba,46.721772,-92.06352,,21.505208333333332,12.645833333333332,,400,248,,19.747222222222224,,,,19.658333333333335,1.0052083333333333,200.86458333333331,1.5,2018
2018-09-03,lksba,46.721772,-92.06352,,21.409375,11.625,,325,223,,18.402083333333337,,,,16.957291666666666,1.4541666666666666,106.05208333333331,0,2018
2018-09-04,lksba,46.721772,-92.06352,,21.186458333333334,11.229166666666668,,269,207,,18.301388888888887,,,,18.896875,0.6510416666666666,88.25,16.9,2018
2018-09-05,lksba,46.721772,-92.06352,,20.826041666666665,11.541666666666668,,254,242,,18.51944444444445,,,,17.125,1.5708333333333333,249.42708333333331,1.8,2018
2018-09-06,lksba,46.721772,-92.06352,,20.513541666666665,9.989583333333332,,246,233,,18.131944444444443,,,,13.184375,0.7197916666666667,194.95833333333331,0,2018
2018-09-07,lksba,46.721772,-92.06352,,20.922916666666666,9.489583333333334,,200,216,,18.50361445783133,,,,16.254166666666666,1.1416666666666666,112.07291666666669,0,2018
2018-09-08,lksba,46.721772,-92.06352,,20.578125,10.145833333333334,,170,199,,18,,,,15.215625,1.4697916666666668,79.3125,0,2018
2018-09-09,lksba,46.721772,-92.06352,,20.047916666666666,9.697916666666666,,149,187,,17.473076923076924,,,,13.6625,0.96875,116.77083333333331,0,2018
2018-09-10,lksba,46.721772,-92.06352,,20.144791666666663,9.115789473684211,,135,180,,17.22986111111111,,,,15.464583333333334,0.6499999999999999,150.5,0.3,2018
2018-09-11,lksba,46.721772,-92.06352,,20.191666666666663,7.541666666666666,,126,176,,18.461805555555557,,,,21.119791666666668,2.016666666666666,185.92708333333331,0,2018
2018-09-12,Mawikwe Bay,46.8858,-91.0527,1.41,,,0.006318696,119,171,,18.304166666666667,,,,21.346875,1.2645833333333334,165.5833333333333,0,2018
2018-09-12,lksba,46.721772,-92.06352,,20.48421052631579,6.905263157894737,,119,171,,18.304166666666667,,,,21.346875,1.2645833333333334,165.5833333333333,0,2018
2018-09-13,lksba,46.721772,-92.06352,,20.832291666666663,7.114583333333334,,111,169,,18.34027777777778,,,,21.426041666666663,1.9802083333333331,164.13541666666666,0,2018
2018-09-14,lksba,46.721772,-92.06352,,20.965625,6.958333333333334,,102,166,,18.886111111111113,,,,23.279166666666665,0.8666666666666667,185.20833333333331,0,2018
2018-09-15,lksba,46.721772,-92.06352,,21.079166666666666,11.354166666666668,,856,237,,18.821527777777774,,,,18.210416666666667,1.946875,82.36458333333334,15.900000000000002,2018
2018-09-16,lksba,46.721772,-92.06352,,20.469791666666666,8.5625,,2310,253,,18.4125,,,,17.776041666666668,1.4197916666666666,64.46875,0,2018
2018-09-17,lksba,46.721772,-92.06352,,20.3875,7.6875,,1490,246,,18.18402777777778,,,,16.49375,1.4760416666666667,211.6979166666667,0,2018
2018-09-18,lksba,46.721772,-92.06352,,19.371875,8.645833333333332,,889,236,,17.42361111111111,,,,13.635416666666666,1.2947916666666668,95.375,1.5,2018
2018-09-19,lksba,46.721772,-92.06352,,18.611458333333335,8.729166666666666,,642,220,,16.935416666666665,,,,13.365625,1.06875,87.75,0,2018
2018-09-20,lksba,46.721772,-92.06352,,17.669791666666665,10.46875,,535,212,,17.402083333333334,,,,14.555208333333336,2.1437500000000003,78.20833333333334,31.50000000000001,2018
2018-09-21,lksba,46.721772,-92.06352,,16.766315789473683,16.231578947368423,,971,242,,17.257638888888888,,,,11.276041666666666,2.888541666666667,271.3125,0.3,2018
2018-09-22,lksba,46.721772,-92.06352,,15.971875,11.46875,,920,216,,17.011805555555554,,,,10.396875,1.1802083333333333,187.22916666666663,0.3,2018
2018-09-23,lksba,46.721772,-92.06352,,15.420833333333333,12.3125,,625,205,,16.705555555555556,,,,10.30625,2.5302083333333334,85.52083333333334,0,2018
2018-09-24,lksba,46.721772,-92.06352,10.971428571428572,15.055208333333333,11.90625,,504,199,,17.055555555555554,,,,15.415625,1.7770833333333331,186.58333333333331,11.200000000000005,2018
2018-09-25,lksba,46.721772,-92.06352,11.128571428571428,15.083333333333334,11.21875,,525,232,,16.672916666666666,,,,9.778125,1.6385416666666668,283.46875,0.8999999999999999,2018
2018-09-26,Mawikwe Bay,46.8858,-91.0527,1.045,,,0.006783306,552,218,,15.780555555555557,,,,9,1.4385416666666668,233.5625,0.3,2018
2018-09-26,lksba,46.721772,-92.06352,,14.339583333333334,10.666666666666666,,552,218,,15.780555555555557,,,,9,1.4385416666666668,233.5625,0.3,2018
2018-09-27,lksba,46.721772,-92.06352,,14.0625,10.03125,,452,210,,15.750694444444443,,,,10.017708333333331,1.0885416666666667,238.0625,1.7000000000000002,2018
2018-09-28,lksba,46.721772,-92.06352,,13.45625,9.854166666666666,,407,203,,15.68402777777778,,,,6.752083333333333,2.603125,275.71875,0.5,2018
2018-09-29,lksba,46.721772,-92.06352,,12.509375,9.291666666666666,,345,189,,15.084027777777775,,,,3.4645833333333336,0.8020833333333334,209.27083333333331,0,2018
2018-09-30,lksba,46.721772,-92.06352,,12.328125,9.25,,298,181,,15.014583333333333,,,,8.127083333333333,1.3572916666666668,240.03125,0,2018
2018-10-01,lksba,46.721772,-92.06352,,11.91875,9.3125,,271,176,,14.855555555555556,,,,7.867708333333334,0.9479166666666666,99.73958333333334,1.1,2018
2018-10-02,lksba,46.721772,-92.06352,,11.797916666666666,8.791666666666666,,251,176,,14.529861111111112,,,,9.539583333333333,0.6510416666666666,182.32291666666663,0.3,2018
2018-10-03,lksba,46.721772,-92.06352,,12.130208333333334,9.104166666666668,,243,179,,14.20625,,,,11.280208333333333,1.9270833333333328,191.8229166666667,7.6,2018
2018-10-04,lksba,46.721772,-92.06352,,11.471875,9.625,,269,199,,13.71875,,,,5.1239583333333325,1.7781249999999995,242.88541666666669,0,2018
2018-10-05,lksba,46.721772,-92.06352,,11.091666666666669,8.864583333333334,,307,204,,13.825,,,,5.68125,0.7645833333333334,94.27083333333331,9.4,2018
2018-10-06,lksba,46.721772,-92.06352,,10.857291666666669,8.197916666666666,,434,201,,13.824305555555556,,,,6.976041666666667,1.9322916666666667,290.9375,0.3,2018
2018-10-07,lksba,46.721772,-92.06352,,10.505208333333334,7.770833333333333,,411,189,,13.745882352941177,,,,6.775,1.2989583333333334,133.35416666666663,2.7999999999999994,2018
2018-10-08,lksba,46.721772,-92.06352,,10.320833333333333,9.677083333333332,,376,197,,,,,,8.234375,1.3989583333333333,83.30208333333333,12.300000000000006,2018
2018-10-09,lksba,46.721772,-92.06352,,10.064583333333331,12.197916666666668,,931,235,,,,,,7.023958333333333,2.4208333333333334,52.98958333333333,37.000000000000014,2018
2018-10-10,lksba,46.721772,-92.06352,,9.077083333333333,23.989583333333336,,3510,438,,,,,,5.738541666666666,4.108333333333333,98.67708333333334,42.89999999999995,2018
2018-10-11,lksba,46.721772,-92.06352,,8.20625,24.8125,,4740,468,,,,,,2.013541666666667,4.022916666666666,298.2916666666667,0.3,2018
2018-10-12,lksba,46.721772,-92.06352,,7.517708333333333,18.09375,,3020,399,,,,,,0.2666666666666666,1.9156249999999997,266.01041666666663,0,2018
2018-10-13,lksba,46.721772,-92.06352,,7.070833333333334,16.322916666666668,,1640,359,,,,,,3.739583333333334,2.3875,238.5625,0,2018
2018-10-14,lksba,46.721772,-92.06352,,6.6656249999999995,15.322916666666666,,1230,329,,,,,,2.0854166666666667,1.2083333333333337,264.25,0,2018
2018-10-15,lksba,46.721772,-92.06352,,6.339583333333334,14.239583333333332,,985,299,,,,,,3.190625,2.45,259.95833333333337,0,2018
2018-10-16,lksba,46.721772,-92.06352,,6.18125,15.052083333333332,,811,273,,,,,,4.657291666666667,3.6145833333333335,282.73958333333337,0,2018
2018-10-17,lksba,46.721772,-92.06352,,5.830208333333333,13.71875,,684,254,,,,,,1.8166666666666669,2.453125,260.48958333333337,0,2018
2018-10-18,lksba,46.721772,-92.06352,,5.910416666666666,12.364583333333332,,589,237,,,,,,9.195833333333336,1.8260416666666668,217.36458333333331,0,2018
2018-10-19,lksba,46.721772,-92.06352,,6.777083333333334,13.625,,524,227,,,,,,13.098958333333334,3.69375,270.48958333333337,0,2018
2018-10-20,lksba,46.721772,-92.06352,,6.272916666666666,15.1875,,479,222,,,,,,1.3739583333333334,3.113541666666667,286.51041666666663,0.8,2018
2018-10-21,lksba,46.721772,-92.06352,,5.865625,12.125,,440,214,,,,,,2.520833333333334,1.225,218.46875,0,2018
2018-10-22,lksba,46.721772,-92.06352,,5.865625,11.479166666666666,,406,207,,,,,,5.395833333333333,2.739583333333333,273.1979166666667,0,2018
2018-10-23,lksba,46.721772,-92.06352,,5.961458333333333,10.208333333333332,,377,201,,,,,,3.2645833333333334,1.2333333333333334,246.9375,0,2018
2018-10-24,lksba,46.721772,-92.06352,,6.047916666666667,8.947916666666666,,353,195,,,,,,3.3864583333333336,0.834375,149.79166666666663,0,2018
2018-10-25,lksba,46.721772,-92.06352,,6.455208333333333,8.260416666666666,,336,193,,,,,,5.793749999999999,0.39375,196.90625,4.199999999999999,2018
2018-10-26,lksba,46.721772,-92.06352,,6.671875,8.28125,,334,192,,,,,,7.046875,0.5833333333333334,100.78125,3.2999999999999994,2018
2018-10-27,lksba,46.721772,-92.06352,,6.982291666666667,8.21875,,363,191,,,,,,6.872916666666667,0.85,145.15625,12.1,2018
2018-10-28,lksba,46.721772,-92.06352,,7.044791666666667,8.71875,,539,213,,,,,,7.298958333333333,2.18125,250.9895833333333,3.499999999999999,2018
2018-10-29,lksba,46.721772,-92.06352,1.7428571428571429,6.855208333333334,8.041666666666666,,711,213,,,,,,4.964583333333334,0.915625,181.4166666666667,0,2018
2018-10-30,lksba,46.721772,-92.06352,2,6.917708333333334,7.40625,,585,209,,,,,,5.319791666666667,1.5520833333333333,205.0416666666667,3.1999999999999997,2018
2018-10-31,lksba,46.721772,-92.06352,,6.5875,7.177083333333333,,570,205,,,,,,2.4208333333333334,1.3572916666666668,226.5625,0,2018
2018-11-01,lksba,46.721772,-92.06352,,6.083333333333333,7.03125,,503,195,,,,,,0.464583333333333,0.5552083333333333,148.27083333333337,0,2018
2018-11-02,lksba,46.721772,-92.06352,,5.921875,6.760416666666667,,442,189,,,,,,0.583333333333333,0.4583333333333333,141.47916666666669,0,2018
2018-11-03,lksba,46.721772,-92.06352,,5.869791666666667,6.15625,,401,184,,,,,,0.5218749999999993,0.5458333333333334,157.59375,0,2018
2018-11-04,lksba,46.721772,-92.06352,,5.632291666666666,7.6875,,375,184,,,,,,1.6104166666666668,1.9072916666666664,67.40625,18.700000000000017,2018
2018-11-05,lksba,46.721772,-92.06352,,5.458333333333333,9.3125,,534,202,,,,,,3.622916666666667,1.1697916666666668,163.64583333333331,6.799999999999997,2018
2018-11-06,lksba,46.721772,-92.06352,,5.591666666666667,8.479166666666666,,788,229,,,,,,3.290625,1.40625,224.46875,4.199999999999999,2018
2018-11-07,lksba,46.721772,-92.06352,,5.028125,7.302083333333333,,1050,240,,,,,,-0.680208333333334,3.553125,303.41666666666663,0,2018
